M CIOLACU
SPRIJINIM 0.8580611119105865
ACCESUL 0.8580611119105865
TOTUSI 0.8580611119105865
VALORILOR 0.8580611119105865
CAPACITATII 0.8580611119105865
PRIN 0.8565536343823595
VENIT 0.855451918493095
FOST 0.8439909379463667
SPUNE 0.8404005161695152
CARE 0.8341447534352989
MI-A 0.8322366208978936
AVUT 0.8262813711298258
TARI 0.8242298125488613
AICI 0.8228572668674333
ARE 0.8226091749399382
PNL 0.8201241969697647
VINA 0.8143566529920776
TREI 0.8143323180920671
VAZUT 0.8131817655846516
ALES 0.8126719609852479
VEDEM 0.806379744814409
SISTEM 0.8046934656167136
PARTEA 0.8027554631560897
NOASTRE 0.7993885331088011
CEL 0.792811499229095
FACUT 0.7901939302653882
FARA 0.7898662911514999
DAR 0.7875311710120573
PE 0.7835446447506723
DA 0.7823896094402212
BUN 0.774248613682306
UNDE 0.7702520684576037
AM 0.7599023260705802
ASIGURA 0.7547369136300377
LUI 0.7519612976677459
TUTUROR 0.7490888690079242
DECIZIA 0.7448553748740825
EVIDENT 0.7448553748740825
S-A 0.7447882314380856
VAD 0.7431743157413081
FIE 0.7431517792730191
POZITIE 0.7381763598167321
PUTEM 0.7351676302693456
CLAR 0.7351380775975712
IMI 0.7350812552140124
RASPUNS 0.7348815691557997
DIRECTIA 0.7316160598647288
M-A 0.7316160598647288
RAU 0.7316160598647288
GRAV 0.7316160598647288
INCREDERE 0.7273256290800366
REPREZINTA 0.7259438240028108
FACA 0.7255460624291515
NIMIC 0.7240753836094583
CEALALTA 0.7224867125294209
INVATAT 0.7211327567353589
FAC 0.7193301929173637
CATEVA 0.7193301929173636
PROPUNERE 0.7193301929173636
PUTINA 0.7166508684244616
TIN 0.7162011347784378
ADUCA 0.7162011347784378
TOATA 0.7146051021670807
UE 0.7135450264643141
ACESTE 0.7134364134065165
SERVICIILE 0.7104659887121502
MERGE 0.7104659887121502
VREME 0.7104659887121502
CORUPTIE 0.7074501389440155
PROPUNE 0.7074501389440155
UNITE 0.7074317738293306
CALE 0.7044233654141441
COPIII 0.7029196702881315
MAINE 0.7014223812036446
MA 0.7001053506257812
TOTII 0.6932019080747033
PANA 0.6930090706921203
VINE 0.6930090706921203
CONSIDER 0.6929914476840314
LOCURI 0.691553661389274
REPUBLICII 0.6905044022464545
CULTURA 0.6905044022464545
SPECIAL 0.6876205987234885
ROMANI 0.6873877684211106
SOCIETATEA 0.684760782694656
ALT 0.681958786223417
NIVEL 0.6767401395220655
ESTE 0.675108026204216
SERVICIILOR 0.6739865976997488
AVAND 0.6739865976997488
STRAINI 0.6736221038998417
DORIM 0.671238838465915
CUM 0.6680375966014678
ROMANA 0.6661986472873794
NIVELUL 0.6661986472873794
CAUTA 0.6635138957037248
DEOSEBIT 0.6635138957037248
MEMBRI 0.6635138957037248
DOMENII 0.6582405874882753
STRAINE 0.6582405874882753
IMPORTANTA 0.6557933921322149
DECAT 0.6530408272878362
MOMENTUL 0.6520909571865338
PROGRAM 0.6508102724580269
PROPUNEM 0.6508102724580269
NIVELULUI 0.64354583393294
DEZVOLTARII 0.64354583393294
INFRASTRUCTURII 0.64354583393294
ECHIPAMENTE 0.64354583393294
OBIECTIVELOR 0.64354583393294
CRIZA 0.64354583393294
SOCIALA 0.64354583393294
FI 0.6387449786730117
BINE 0.6294635445038236
SAU 0.6218903831164199
LUPTA 0.6206405901099665
ASEMENEA 0.6174709292737344
INSTITUTIILE 0.6163152434990846
PRIMA 0.6072118027819937
MULTI 0.6038619872729359
CA 0.6034510939833985
ALTCEVA 0.595884299899266
NEAGRA 0.595884299899266
S-AR 0.5873809098588236
EI 0.5787417744001446
PUTERNIC 0.575675781993024
CE 0.5752649865871301
SE 0.5751115861404252
DE-A 0.5736699691235405
PRIMIT 0.5697238066819259
STIE 0.5697238066819259
UNII 0.5697238066819259
SI-A 0.5696999860203843
SPUS 0.5684046479030305
FRICA 0.5622226170894409
GASI 0.5603093020594526
SUNTEM 0.5601382926751269
RAZBOIUL 0.5586823222803622
COPIL 0.5584318511555937
ASTFEL 0.5577779646663453
VORBE 0.5565442067484838
BUNE 0.5558644414584264
COMPANIILE 0.5549389877279722
LANGA 0.5530748436265328
INTALNIT 0.5512231816144796
VEDERE 0.5504235802689896
N-AU 0.5475788106050757
NOSTRU 0.541202116293186
VALOARE 0.5391309339096295
TURISM 0.5388976831198734
INSTITUTII 0.5373713131871327
NATIONALA 0.5341361763275563
ACTIUNE 0.5341361763275563
TARII 0.529484739799841
ALTA 0.5289329586472986
INCA 0.5283922295885343
DECIZIE 0.5275374104667957
FACEM 0.5263026117136411
PERFORMANTA 0.5241985554687592
PUBLICE 0.5219356371728138
INVATAMANT 0.5194754351853926
ATENTIE 0.5194754351853926
POLITICI 0.5194754351853926
STATUL 0.5191763490983604
SA-I 0.518368938492818
S-AU 0.5053240437516714
IMPORTANT 0.5019351613696793
FORMA 0.4950770984259165
NOI 0.4924753948906135
SCOALA 0.4907272542880419
RESPECT 0.4891932212711324
SPUNA 0.4877440399098191
NOASTRA 0.4845753421834466
IOHANNIS 0.4836696048220625
L-AM 0.48306243321030723
EXTREM 0.48104718235300026
MINE 0.48057914374620503
VREA 0.4761944269624214
DORI 0.4729719016698401
SPRIJINUL 0.4718120731497021
ALTE 0.4716279843687362
BUCUR 0.470463899941404
NE-AM 0.47036695037942006
LUCRU 0.4677985662494625
PREZIDENTIALE 0.4676149208024298
EXISTA 0.46729482609072526
CONTEXTUL 0.46646521524309476
MARII 0.4625653352830255
INTERESUL 0.46144029620314964
COPII 0.4601662041337903
RAMANE 0.4601662041337903
UITAM 0.46015066388329795
IMPORTANTE 0.45905279095004986
SECURITATE 0.4577764508384704
PACATE 0.4515296756075509
UNOR 0.45107466859455614
VADA 0.44561045059577564
MASURILE 0.4445662813562453
BUNA 0.43827190966339136
LUCRURILE 0.43488602246382335
ZONA 0.43205369560161133
STATULUI 0.4310276242378887
ASUPRA 0.4290305559552933
EDUCATIE 0.42772595924654744
DESTUL 0.42453416209190986
USR 0.41913057286771843
SPER 0.4152202929694288
MOLDOVA 0.41469737904863
PLACE 0.4141757805502556
VENI 0.414025527062592
ARATAT 0.4071661590460335
MOD 0.4015071121515858
BANI 0.401365908324648
MANA 0.3976284582249937
TINE 0.396682023743309
BUCURESTI 0.3957400839663561
NATO 0.3918545860546218
UCRAINA 0.38948308906572077
POLITICE 0.3842660349624835
ACEA 0.3774828197629507
REZILIENTA 0.37502738532277613
REPUBLICA 0.3699174295066754
ORI 0.3644320501344207
DACA 0.36088789461179915
DEA 0.3596650964586818
NISTE 0.35888112680532147
CINEVA 0.3582129655109057
APARARE 0.35754728754509113
INTR-UN 0.3520963943277155
SA-SI 0.34933032282555987
AJUNGE 0.34859963178121484
MILIOANE 0.34859071340108555
ACEEASI 0.3445297416125079
ASA 0.34279854992968606
NUMAI 0.3375845789429638
PARLAMENTARI 0.3285503452672449
REFER 0.32029241504797523
CONVINS 0.3145413820998014
CATRE 0.3110404113365117
CALITATE 0.304905131359287
INTREAGA 0.30219447516774595
SISTEMUL 0.3005462496739298
CEVA 0.2927653192324664
ITI 0.2922082476632762
LUCRURI 0.28928212555969174
ASIGURAM 0.28888667724486033
TE 0.2882691473640948
EU 0.28670755308639784
DOMNULUI 0.2857734634817034
MASURI 0.28323917389353254
CHIAR 0.27447569007036404
DOMENIUL 0.27172027948181793
PRECUM 0.26329623499531013
LUMEA 0.2632588828442019
ZILE 0.2548961154025441
URMA 0.25461090809821985
PARE 0.2445966106355662
PROGRAMUL 0.24329159789652235
SOLUTII 0.23886437367799965
DOMENIU 0.23886437367799965
CEEA 0.2383552751677804
ECONOMIA 0.23295818803698443
VORBIM 0.22825741794877638
MULTA 0.22490128986950894
SIGURANTA 0.2210963705423921
DECI 0.2098741862355583
EXEMPLU 0.19097220518432836
PUTIN 0.18993689398978147
CRED 0.18726617118158703
AS 0.18378204052090658
MULT 0.18323284088037742
MULTE 0.1785401744761079
MEDIUL 0.16270256811450673
EL 0.16075097251044596
UNEI 0.14212177491184932
FOARTE 0.1362365106775219
PUTEA 0.13381869679767888
DOMNUL 0.12697941128534898
ACOLO 0.11972658214136611
MEA 0.11765720663244068
AR 0.06856211882082802
E 0.06329930959169207
DESPRE 0.05995530299908112
CETATENILOR 0.0
PERSOANE 0.0
COALITIA 0.0
CERE 0.0
ACELE 0.0
PANDEMIA 0.0
NE-A 0.0
PUNEM 0.0
REDRESA 0.0
INFRASTRUCTURA 0.0
LOCALITATI 0.0
RURAL 0.0
ESENTIAL 0.0
APA 0.0
GUVERNULUI 0.0
LEGATA 0.0
ISTORICE 0.0
CONTINUAREA 0.0
CONSTRUCTIA 0.0
CAI 0.0
FERATE 0.0
REGASESC 0.0
URMATOAREA 0.0
CENTRUL 0.0
PRINCIPAL 0.0
ACESTOR 0.0
STRANS 0.0
TRANSPORTURILOR 0.0
PROTECTIE 0.0
MEDIULUI 0.0
DIGITALIZAREA 0.0
APROAPE 0.0
DATE 0.0
CORECTE 0.0
BAZATE 0.0
CREEZE 0.0
PIETE 0.0
DOVEDIT 0.0
EA 0.0
AFECTATE 0.0
SISTEMULUI 0.0
SANATATE 0.0
ACCELERA 0.0
INCURAJA 0.0
SPITALELE 0.0
MIJLOCUL 0.0
FIIND 0.0
CETATEANULUI 0.0
PERMITE 0.0
CAUZA 0.0
FORME 0.0
INCLUSIV 0.0
SENS 0.0
ASIGURAREA 0.0
DECENT 0.0
FAMILIEI 0.0
FAMILIILE 0.0
CONFRUNTA 0.0
VREM 0.0
DESCHIS 0.0
DESI 0.0
GASIM 0.0
SAPTAMANI 0.0
COLABORARE 0.0
EFICIENTA 0.0
IARNA 0.0
PRIMII 0.0
COLEGII 0.0
PREDICTIBIL 0.0
IMPOZITELOR 0.0
ANTREPRENORIATULUI 0.0
LUCRA 0.0
TURISMUL 0.0
JOACE 0.0
ROL 0.0
ONEST 0.0
IMPLEMENTAREA 0.0
NECESARA 0.0
REFORMAREA 0.0
REDUCEREA 0.0
SISTEME 0.0
LUNGA 0.0
DURATA 0.0
BISERICA 0.0
PERSONAL 0.0
EDUCATIEI 0.0
ELEVII 0.0
PUNCTUL 0.0
PARLAMENTUL 0.0
PUNE 0.0
URMATOARELE 0.0
CONTINUT 0.0
FORMAREA 0.0
TERITORIUL 0.0
CONTRIBUTIE 0.0
TINERE 0.0
PRIMULUI 0.0
REFERIM 0.0
CORESPUNZATOR 0.0
CREA 0.0
SOCIETATII 0.0
PATRIMONIU 0.0
MATERIAL 0.0
EDUCATIA 0.0
DISCUTAM 0.0
SANATOS 0.0
LUME 0.0
PREA 0.0
ACORDAT 0.0
RESPECTIV 0.0
ACCELERATA 0.0
PROFESIONIST 0.0
SCHIMBARE 0.0
CONDUCA 0.0
PREDICTIBILA 0.0
PRIORITATILE 0.0
MEMBRU 0.0
PUTERE 0.0
CHEMATA 0.0
SERVICIU 0.0
INDEPENDENT 0.0
JUSTITIE 0.0
IDEI 0.0
FURNIZOR 0.0
PROBLEME 0.0
EXPUS 0.0
OFERITE 0.0
TRANSFORMARE 0.0
INTERNATIONAL 0.0
URMARIT 0.0
ANGAJAMENTUL 0.0
LINIA 0.0
ALIAT 0.0
REACTIE 0.0
ALIATE 0.0
ACELASI 0.0
COMUNITATEA 0.0
SUSTINEREA 0.0
PUNA 0.0
DATI-MI 0.0
VOIE 0.0
BUCUROS 0.0
INITIATIVA 0.0
GANDIRE 0.0
THE 0.0
CONT 0.0
DEZBATEREA 0.0
NEVOITI 0.0
PROBLEMA 0.0
REDUS 0.0
SPECIALISTII 0.0
SOLUTIE 0.0
SA-L 0.0
STARE 0.0
MODUL 0.0
DISCUTII 0.0
INCHIDA 0.0
ANGAJATI 0.0
BUSINESS 0.0
INTAMPLA 0.0
GRANITA 0.0
ZICE 0.0
VORBESTI 0.0
GANDESTI 0.0
DISCUTIILE 0.0
SPUNEAM 0.0
STANDARDELOR 0.0
CHESTIUNI 0.0
MASA 0.0
POTI 0.0
ABSOLUT 0.0
SPECIALIST 0.0
SPUNEA 0.0
GANDITI-VA 0.0
ARATA 0.0
MASINARIE 0.0
FUNCTIONEAZA 0.0
FOLOSIT 0.0
MOTORUL 0.0
TERMEN 0.0
JOACA 0.0
ANUME 0.0
UNELE 0.0
SUCCES 0.0
NATIUNEA 0.0
RADACINILE 0.0
ISTORICA 0.0
MEARGA 0.0
LASA 0.0
PUTINTA 0.0
SATE 0.0
AUTOSTRADA 0.0
ANTREPRENORII 0.0
LUCRUL 0.0
MISCARE 0.0
BENEFICIAZA 0.0
SANSE 0.0
EGALE 0.0
PARTENERIATUL 0.0
FONDURILE 0.0
ATUURILE 0.0
LIBERTATILE 0.0
DEMOCRATICE 0.0
SUB 0.0
INCEARCA 0.0
DISCURSURILE 0.0
LIDERII 0.0
PROMOVEAZA 0.0
LOCUL 0.0
LEGE 0.0
PLUS 0.0
CAZUL 0.0
EUROATLANTICE 0.0
SECOLE 0.0
FOLOSESC 0.0
RECUNOSCUT 0.0
AMINTIT 0.0
DESFASURAM 0.0
RIDICAREA 0.0
AMINTE 0.0
ERAU 0.0
ZIS 0.0
MILITARA 0.0
SENSUL 0.0
CELELALTE 0.0
HAI 0.0
FAPTE 0.0
RELATIE 0.0
PRIVILEGII 0.0
STIMATE 0.0
DOAMNE 0.0
CAMPANII 0.0
MEDIA 0.0
FERMA 0.0
CIUCA 0.0
IESE 0.0
MESAJUL 0.0
DEDICAT 0.0
CAMPANIE 0.0
FACI 0.0
PREGATITE 0.0
MIE 0.0
MI 0.0
CONFORM 0.0
DEGRABA 0.0
TROLI 0.0
VORBIT 0.0
DISCUTA 0.0
PAI 0.0
SI-AR 0.0
PRACTIC 0.0
PUTEAM 0.0
CIOLACU 0.0
SINCER 0.0
NU-L 0.0
CONTURI 0.0
ACELEASI 0.0
FALSE 0.0
COMENTARII 0.0
VORBEASCA 0.0
CONSTRUCTII 0.0
LASCONI 0.0
GURA 0.0
MIRCEA 0.0
ECHIPA 0.0
TARE 0.0
ASTIA 0.0
TREABA 0.0
SA-MI 0.0
ALEGERI 0.0
HACKERI 0.0
IMEDIAT 0.0
REGULA 0.0
VORBESTE 0.0
POSTUL 0.0
AVUT-O 0.0
TREBUI 0.0
LUCREAZA 0.0
NU-MI 0.0
MUNCIM 0.0
COMBINATII 0.0
ACESTI 0.0
INTREBAREA 0.0
PSD-UL 0.0
APEL 0.0
DORIT 0.0
EXACT 0.0
PRIMAR 0.0
LOCAL 0.0
SOLUTIA 0.0
AUR 0.0
ANUNTA 0.0
ANUNTAT 0.0
CUVANT 0.0
PROPUNEREA 0.0
VARIANTA 0.0
PERICULOS 0.0
JURNALISTI 0.0
PRESEI 0.0
DETALII 0.0
NUMAR 0.0
INCERCA 0.0
LE-AM 0.0
PUN 0.0
IA 0.0
MERITOCRATIA 0.0
FUNCTIE 0.0
REPREZENTARE 0.0
CUNOSC 0.0
FORMULA 0.0
PIC 0.0
OCHII 0.0
DAI 0.0
PRIVATI 0.0
TA 0.0
MEI 0.0
INTREB 0.0
POTRIVIT 0.0
LUCREZE 0.0
FABRICA 0.0
AIA 0.0
VECHI 0.0
INTRAM 0.0
REPEDE 0.0
L-AS 0.0
PRIVIRE 0.0
REFERENDUM 0.0
VIZITA 0.0
INTARIM 0.0
CUMPARAM 0.0
PRODUCA 0.0
AVIOANE 0.0
MI-AS 0.0
TRAFIC 0.0
DEPENDENTI 0.0
MANAGEMENT 0.0
NU-I 0.0
CAMERE 0.0
PRINCIPALA 0.0
CHESTIUNE 0.0
PIERDEM 0.0
JUMATATE 0.0
INTAMPLAT 0.0
FRUNTEA 0.0
PLATESTE 0.0
PROASTA 0.0
CLASA 0.0
MILIOANELE 0.0
CARIERA 0.0
AJUNS 0.0
PRIETENII 0.0
SCOLILE 0.0
CONSIDERA 0.0
VISAT 0.0
ILIESCU 0.0
MORALA 0.0
ALIANTA 0.0
DISTRUS 0.0
DEMOCRATIE 0.0
LIBERE 0.0
CORUPT 0.0
KLAUS 0.0
AMERICANII 0.0
INVECHITE 0.0
RELE 0.0
POPULATIA 0.0
MOARA 0.0
ALEXANDRA 0.0
LASATA 0.0
SPITAL 0.0
CANDIDATUL 0.0
PARTIDULUI 0.0
SIGUR 0.0
ATATA 0.0
ZIC 0.0
ATACURILOR 0.0
TUPEU 0.0
MARCEL 0.0
OPOZITIE 0.0
VEDE 0.0
VANATOARE 0.0
CONDITII 0.0
REVOLUTIONAR 0.0
CASTIGA 0.0
STIM 0.0
FRUMOASE 0.0
CURAND 0.0
CREASCA 0.0
PICIOARE 0.0
APARAM 0.0
TRADITIONALE 0.0
PRET 0.0
TRUMP 0.0
TURUL 0.0
PROBABIL 0.0
DRAGUL 0.0
TRECUTUL 0.0
PRESEDINTELUI 0.0
L-AR 0.0
UCRAINENI 0.0
ACTIUNI 0.0
INTELEAGA 0.0
LIPSESC 0.0
PAMANT 0.0
LASI 0.0
NORD 0.0
ACCES 0.0
PLEACA 0.0
ALTII 0.0
MERG 0.0
ASCULTE 0.0
LOCALI 0.0
LONDRA 0.0
SEMNAL 0.0
ADOPTAT 0.0
FERATA 0.0
CALITATEA 0.0
CRITICE 0.0
PODURI 0.0
TUNELURI 0.0
SIMION 0.0
LUCRAT 0.0
MUNCIT 0.0
REDEVINA 0.0
RESPECTE 0.0
ADEVARATA 0.0
MESERIE 0.0
FOND 0.0
MESERIA 0.0
NEGRE 0.0
FELICIT 0.0
TURISTI 0.0
SUEDIA 0.0
SAPTE 0.0
REALITATEA 0.0
INTR-ADEVAR 0.0
PUNAND 0.0
SESIUNII 0.0
DELTA 0.0
DUNARII 0.0
CREATIVITATEA 0.0
PREIA 0.0
PUI 0.0
VREMEA 0.0
SATISFACTIE 0.0
DUNARE 0.0
FACUTA 0.0
POLITIE 0.0
N CIUCA
ASUPRA 37.293381037567094
CETATENILOR 33.49552772808587
NIVELULUI 24.862254025044734
DEZVOLTARII 24.862254025044734
INFRASTRUCTURII 24.862254025044734
ECHIPAMENTE 24.862254025044734
OBIECTIVELOR 24.862254025044734
CRIZA 24.862254025044734
SOCIALA 24.862254025044734
NECESARA 20.934704830053665
PRIVESTE 18.646690518783533
SPRIJINIM 18.646690518783533
ACCESUL 18.646690518783533
TOTUSI 18.646690518783533
VALORILOR 18.646690518783533
CAPACITATII 18.646690518783533
SISTEMULUI 18.518783542039355
CONT 18.518783542039355
LEGATA 16.747763864042934
ASIGURAREA 16.747763864042934
PUBLICE 16.735784658440036
REZILIENTA 15.920044556737915
APA 13.889087656529515
OFERITE 12.5608228980322
SOLUTIE 12.5608228980322
DEMOCRATICE 12.5608228980322
DEZVOLTAREA 12.466232247921722
AFACERI 12.431127012522358
CRESTEREA 12.431127012522358
ACELA 12.431127012522357
CAMARAZI 12.431127012522357
POATA 12.431127012522357
PANDEMIE 12.431127012522357
PRETURILOR 12.431127012522357
LUA 12.431127012522357
TOTODATA 12.431127012522357
BAZA 12.431127012522357
NOILOR 12.431127012522357
TINEM 12.431127012522357
ACTIV 12.431127012522357
MODERN 12.431127012522357
PARTICIPAREA 12.431127012522357
PANDEMIEI 12.431127012522357
CAMEREI 12.431127012522357
DEPUTATILOR 12.431127012522357
PUS 12.431127012522357
ANGAJAT 12.431127012522357
UNIREA 12.431127012522357
UNIRII 12.431127012522357
VIITOARE 12.431127012522357
EXTERN 12.431127012522357
PREDICTIBILITATE 12.431127012522357
PRIVIND 12.431127012522357
MEDIULUI 10.99300316529956
ASIGURAM 10.96212763925185
MEDIUL 10.750396689155494
DECIZIE 10.504421130501736
INVATAMANT 10.006896912401924
ATENTIE 10.006896912401924
POLITICI 10.006896912401924
PARLAMENTARI 9.68319960348075
REDRESARE 9.32334525939177
CERE 9.259391771019677
CAUZA 9.259391771019677
FAMILIEI 9.259391771019677
PREDICTIBILA 9.259391771019677
MEMBRU 9.259391771019677
ALIAT 9.259391771019677
ALIATE 9.259391771019677
BUSINESS 9.259391771019677
SPUNEAM 9.259391771019677
REGASESC 9.094812164579606
DOVEDIT 9.094812164579606
CETATEANULUI 9.094812164579606
EFICIENTA 9.094812164579606
REFORMAREA 9.094812164579606
PUNCTUL 9.094812164579606
SUSTINEREA 8.79440253223965
OBIECTIV 8.701788908765652
CONTINUAREA 8.373881932021467
CONSTRUCTIA 8.373881932021467
STRANS 8.373881932021467
BAZATE 8.373881932021467
CONFRUNTA 8.373881932021467
IARNA 8.373881932021467
FORMAREA 8.373881932021467
ACEA 8.120558164433753
ROMANA 7.960022278368956
NIVELUL 7.960022278368956
CAUTA 7.878315847876299
DEOSEBIT 7.878315847876299
MEMBRI 7.878315847876299
PROGRAM 7.5051726843014395
PROPUNEM 7.5051726843014395
CETATENI 7.384454020174525
STABILITATEA 7.384454020174525
INVESTITIILOR 7.135075169593178
NATIONAL 7.116779619348642
CONTINUARE 7.116779619348642
GUVERNULUI 6.9782349433512225
INTERNATIONAL 6.882273064892405
ONEST 6.821109123434702
ACELASI 6.821109123434702
DIGITALIZAREA 6.5958018991797385
INCURAJA 6.53960303262629
TUTUROR 6.329254186880853
RADACINILE 6.280411449016098
SINDICATELE 6.215563506261181
ASUMAM 6.215563506261181
DEPASIM 6.215563506261181
EDUCATA 6.215563506261181
PUBLICA 6.215563506261181
DUCEM 6.215563506261181
FAMILIE 6.215563506261181
ECHILIBRUL 6.215563506261181
TRAI 6.215563506261181
CRIZE 6.215563506261181
EFECT 6.215563506261181
REVIN 6.215563506261181
TINTELE 6.215563506261181
TREIA 6.215563506261181
PROGRAMELE 6.215563506261181
MEDICALE 6.215563506261181
POTENTIAL 6.215563506261181
PLANULUI 6.215563506261181
AFLATE 6.215563506261181
DREPTURILOR 6.215563506261181
ARMATA 6.215563506261181
ARMATEI 6.215563506261181
ABORDARE 6.215563506261181
PROPRIILE 6.215563506261181
ASADAR 6.215563506261181
OPORTUNITATI 6.215563506261181
AMERICII 6.215563506261181
DEZVOLTA 6.215563506261181
ELIMINAM 6.215563506261181
ACTIUNILE 6.215563506261181
OCCIDENTALE 6.215563506261181
MIZA 6.215563506261181
OBIECTIVELE 6.215563506261181
ROSII 6.215563506261181
UMAN 6.215563506261181
PARTICIPAM 6.215563506261181
REGIUNE 6.215563506261181
STABILITI 6.215563506261181
ACELEIASI 6.215563506261181
STABILIT 6.215563506261181
PROSPERA 6.215563506261181
INTRU 6.215563506261181
DIZABILITATI 6.215563506261181
PROMOVATE 6.215563506261181
PERMIT 6.215563506261181
DIPLOMATIC 6.215563506261181
DISTINSI 6.215563506261181
COMUNA 6.215563506261181
APARITIA 6.215563506261181
PASOPTISTILOR 6.215563506261181
RECENTE 6.215563506261181
EGALA 6.215563506261181
CONTEXT 6.215563506261181
AFLAM 6.215563506261181
URMATOARE 6.215563506261181
FOLOSIREA 6.215563506261181
DESCENTRALIZARE 6.215563506261181
REGIUNILE 6.215563506261181
DECALAJELE 6.215563506261181
L-AU 6.215563506261181
ACCENT 6.215563506261181
VENITURILOR 6.215563506261181
MAJORAREA 6.215563506261181
PRETURILE 6.215563506261181
AFLATI 6.215563506261181
CUMPARARE 6.215563506261181
POLONIEI 6.215563506261181
CAPAT 6.215563506261181
DETERMINATI 6.215563506261181
IDEAL 6.215563506261181
GENERATIILE 6.215563506261181
DIFERITE 6.215563506261181
OFERA 6.215563506261181
SIMTA 6.215563506261181
ADECVATE 6.215563506261181
REGLEMENTARI 6.215563506261181
AFACERILOR 6.215563506261181
ECONOMICI 6.215563506261181
TEHNOLOGIE 6.215563506261181
PRIVATE 6.215563506261181
OARA 6.215563506261181
FINANCIARE 6.215563506261181
ATINGEREA 6.215563506261181
REALA 6.215563506261181
BAZATA 6.215563506261181
LOCUL 5.7096288283359256
DIALOG 5.578594886146674
ODATA 5.538340515130894
CREAREA 5.351306377194884
ASTFEL 5.31299280478434
CETATENII 5.3066815189126375
CADRUL 5.3066815189126375
VIETII 5.3066815189126375
TRANSPARENTA 5.3066815189126375
INVESTITIILE 5.3066815189126375
MEDIU 5.3066815189126375
RANDUL 5.252210565250866
VOTUL 5.252210565250866
POPORULUI 5.252210565250866
PERIOADA 5.1506057668416645
NIVEL 5.135197841719131
ASUMAT 5.00344845620096
CHEIE 5.00344845620096
PROTEJAREA 5.00344845620096
TRANSPORT 5.00344845620096
SEMNIFICATIVE 5.00344845620096
ISTORIE 5.00344845620096
AFLA 5.00344845620096
SAPTAMANA 5.00344845620096
NATIONALA 4.872334898660251
ACTIUNE 4.872334898660251
POLITICE 4.78682583996799
PERFORMANTA 4.698054702536506
PUBLIC 4.661672629695886
REPREZINTA 4.640305945313487
ISTORICE 4.62969588550984
URMATOAREA 4.62969588550984
CENTRUL 4.62969588550984
PROTECTIE 4.62969588550984
CORECTE 4.62969588550984
DECENT 4.62969588550984
DESCHIS 4.62969588550984
LUCRA 4.62969588550984
JOACE 4.62969588550984
CONTINUT 4.62969588550984
TINERE 4.62969588550984
SANATOS 4.62969588550984
ACCELERATA 4.62969588550984
INDEPENDENT 4.62969588550984
TRANSFORMARE 4.62969588550984
ANGAJAMENTUL 4.62969588550984
REACTIE 4.62969588550984
MODUL 4.62969588550984
DISCUTIILE 4.62969588550984
JOACA 4.62969588550984
PUTINTA 4.62969588550984
PROMOVEAZA 4.62969588550984
EUROATLANTICE 4.62969588550984
SECOLE 4.62969588550984
RIDICAREA 4.62969588550984
SENSUL 4.62969588550984
PROBLEME 4.601937020711422
PRINCIPAL 4.588182043261602
DISCUTAM 4.588182043261602
ANUME 4.588182043261602
COLABORARE 4.5745090467605625
UNEI 4.568262246338343
PERSOANE 4.547406082289803
DATE 4.547406082289803
SPITALELE 4.547406082289803
FAMILIILE 4.547406082289803
PRIMII 4.547406082289803
PREDICTIBIL 4.547406082289803
PARLAMENTUL 4.547406082289803
CONTRIBUTIE 4.547406082289803
CHEMATA 4.547406082289803
COMUNITATEA 4.547406082289803
VOIE 4.547406082289803
DEZBATEREA 4.547406082289803
GRANITA 4.547406082289803
VORBESTI 4.547406082289803
GANDESTI 4.547406082289803
GANDITI-VA 4.547406082289803
MASINARIE 4.547406082289803
MISCARE 4.547406082289803
BENEFICIAZA 4.547406082289803
DISCURSURILE 4.547406082289803
RECUNOSCUT 4.547406082289803
AMINTE 4.547406082289803
MASA 4.446154731162862
SOLUTII 4.427796800001307
DOMENIU 4.427796800001307
IMPLEMENTAREA 4.397201266119825
COMUN 4.293956939325693
UNIUNII 4.293956939325693
DEZVOLTARE 4.266693338989843
COALITIA 4.1869409660107335
PANDEMIA 4.1869409660107335
REDRESA 4.1869409660107335
ESENTIAL 4.1869409660107335
FERATE 4.1869409660107335
TRANSPORTURILOR 4.1869409660107335
PIETE 4.1869409660107335
AFECTATE 4.1869409660107335
ACCELERA 4.1869409660107335
PERMITE 4.1869409660107335
SAPTAMANI 4.1869409660107335
IMPOZITELOR 4.1869409660107335
REDUCEREA 4.1869409660107335
DURATA 4.1869409660107335
BISERICA 4.1869409660107335
EDUCATIEI 4.1869409660107335
ELEVII 4.1869409660107335
REFERIM 4.1869409660107335
CORESPUNZATOR 4.1869409660107335
PATRIMONIU 4.1869409660107335
ACORDAT 4.1869409660107335
PRIORITATILE 4.1869409660107335
FURNIZOR 4.1869409660107335
EXPUS 4.1869409660107335
INITIATIVA 4.1869409660107335
GANDIRE 4.1869409660107335
NEVOITI 4.1869409660107335
REDUS 4.1869409660107335
INCHIDA 4.1869409660107335
ZICE 4.1869409660107335
STANDARDELOR 4.1869409660107335
SPECIALIST 4.1869409660107335
MOTORUL 4.1869409660107335
TERMEN 4.1869409660107335
UNELE 4.1869409660107335
SATE 4.1869409660107335
AUTOSTRADA 4.1869409660107335
EGALE 4.1869409660107335
FONDURILE 4.1869409660107335
ATUURILE 4.1869409660107335
AMINTIT 4.1869409660107335
DESFASURAM 4.1869409660107335
